ENSMMUG00000050812
IL24
PIGR
RAD54L
MAST2
TCHH
ENSMMUG00000004441
RORC
MRPL9
DNAJC6
NASP
AKR1A1
PRDX1
KIF2C
KLF17
ROR1
ENSMMUG00000061816
ITGB3BP
ECM1
USP1
MRPS21
MSL2
CHL1
PRKCI
STAG1
CLDN11
ENSMMUG00000059352
RPL22L1
ENSMMUG00000009425
TRH
ENSMMUG00000056158
SLC2A2
TMCC1
STAB1
KIF15
EHHADH
MAP3K13
CLEC3B
NT5DC2
ACP3
SMIM4
CLRN1
GNL3
ENSMMUG00000062379
LSAMP
GPR171
H1FX
GPR87
MRAS
DNAJB11
ZBTB20
AADACL2
AHSG
AADAC
SUCNR1
HRG
ENSMMUG00000037594
CBLB
ITIH3
CCDC80
TIGIT
CEP70
ACKR4
DRD3
CCR9
ITPR1
PLD1
ALCAM
ENSMMUG00000062320
TMEM108
CXCR6
XCR1
CCR1
CD200
ENSMMUG00000057769
PIK3CB
CCR3
ATP6V1A
CCR2
CCR5
ENSMMUG00000031543
BTLA
TOPBP1
LAMP3
ZPLD1
SFMBT1
ENSMMUG00000062682
TF
FNDC3B
GCSAM
CD86
SRPRB
RUVBL1
TNFSF10
ITGA9
MME
ENSMMUG00000059599
TAGLN3
ECT2
ENSMMUG00000060258
KBTBD12
ENSMMUG00000021253
TRIM42
CTDSPL
TKT
MGLL
PHLDB2
ENSMMUG00000014739
CEP63
MCM2
CD96
ILDR1
PRR20G
UBE2E2
ENSMMUG00000065284
ZBED2
ENSMMUG00000050558
CACNA1D
EAF2
C3orf85
GOLGB1
TRAT1
IMPG2
CIP2A
POLQ
HHLA2
HTR3D
HTR3E
CHDH
BHLHE40
CACNA2D3
TBL1XR1
ENSMMUG00000055098
WNT5A
EIF4G1
PIK3CA
CFAP91
TMEM45A
COX17
GNB4
ADPRH
NIT2
CD80
CHRD
ACTL6A
PLOD2
CMSS1
COL8A1
ARHGAP31
PLSCR2
CCDC50
OSTN
CPA3
IL1RAP
CLDN1
ENSMMUG00000055459
STAC
TP63
ST3GAL6
CPOX
GPR15
CLDND1
LPP
OR5K1
CP
ULK4
BCL6
ENSMMUG00000059534
TM4SF18
TM4SF1
TM4SF4
WWTR1
RTP4
TRAK1
CAMP
ST6GAL1
SUSD5
RFC4
TSC22D2
STX19
CCR4
ADAMTS9
CMTM8
ENSMMUG00000061864
CX3CR1
ENSMMUG00000057539
CCR8
ENSMMUG00000062592
UQCRC1
ACKR2
ZNF662
LRIG1
APOD
TOPAZ1
IMPDH2
ATP13A3
GMPPB
TRAIP
ENSMMUG00000064837
TFDP2
SLITRK3
BCHE
HES1
GK5
FLNB
GPX1
WDR49
ENSMMUG00000056150
MB21D2
FRMD4B
ENSMMUG00000047393
GOLIM4
MITF
PCOLCE2
IFRD2
HYAL1
SYN2
SLC9A9
DNASE1L3
ABHD6
DIPK2A
PPARG
ENSMMUG00000049299
PXK
CISH
ACOX2
ENSMMUG00000063800
FAM107A
SSR3
SGO1
TIPARP
ENSMMUG00000055551
KAT2B
LEKR1
FHIT
DOCK3
LRCH3
PTX3
MLF1
SATB1
RARRES1
GADL1
TFRC
SCHIP1
ENSMMUG00000054838
RBMS3
RFTN1
ZCWPW2
TM4SF19
IFT80
CMC1
EOMES
NRROS
ENSMMUG00000057275
GBE1
SMC4
ANKRD28
TRIM59
NEK10
PPM1L
DLG1
ROBO2
SH3BP5
MANF
ENSMMUG00000002827
ENSMMUG00000060018
ENSMMUG00000065285
IQCF1
BDH1
POC1A
ALAS1
mml-mir-135a-1
FOXP1
CHST13
RYBP
LMCD1
SSUH2
CAV3
SRGAP3
PDZRN3
HEG1
MUC13
ITGB5
KALRN
CPNE9
CAMK1
RPUSD3
MYLK
FANCD2
SEC13
ATP2B2
CSTA
ATG7
RASSF6
ENSMMUG00000061562
PDE6B
RBM46
AFP
ALB
GAB1
HOPX
KCNIP4
KLF3
TLR10
HHIP
STOX2
GBA3
GC
PAICS
GPAT3
SOD3
CCDC149
ANXA5
SPON2
SMAD1
DCK
ZNF827
GUCY1A1
GUCY1B1
ENSMMUG00000050323
NKX1-1
REELD1
SLBP
SLC10A7
CENPU
TDO2
TACC3
CLOCK
ACSL1
PDGFC
PLAC8
PRMT9
LIN54
NSD2
TRIML2
ARHGAP10
KIT
NR3C2
JCHAIN
SLC7A11
CKQ732225.1H4orf48
CCSER1
ENSMMUG00000062670
AMBN
CCNA2
ENSMMUG00000051499
TMEM150C
ODAM
SNX25
GASK1B
ENSMMUG00000065133
RASGEF1B
C5H4orf47
PDLIM3
HPGDS
ANTXR2
PDLIM5
ENSMMUG00000054193
TMPRSS11E
BMP2K
FNIP2
BMPR1B
ANXA3
SORBS2
TRIML1
MGARP
ENSMMUG00000053146
NAA15
RBM47
RAPGEF2
STPG2
APBB2
ENSMMUG00000057349
ENSMMUG00000059490
RAP1GDS1
TSPAN5
MGST2
SCFD2
MAML3
UCHL1
MGAT4D
LIMCH1
TBC1D9
RNF150
INPP4B
STK32B
HGFAC
MSX1
DOK7
DCAF4L1
ENSMMUG00000053638
SLC34A2
NSG1
SEL1L3
LYAR
CPZ
RBPJ
ENSMMUG00000058760
WDR1
CLNK
ENSMMUG00000049640
CPEB2
HS3ST1
ENSMMUG00000055223
LRBA
CD38
FGFBP2
ARHGAP24
KIAA1109
AFAP1
GALNT7
LDB2
ENSMMUG00000030101
PTPN13
HMGB2
LAP3
C5H4orf36
FAM184B
AFF1
NCAPG
S100P
LCORL
SPARCL1
PRSS48
PPP2R2C
SPP1
PKD2
LARP1B
FBXW7
SCLT1
ENSMMUG00000063665
CRMP1
HERC6
TMEM131L
HERC5
PCDH10
PCDH18
FAM13A
TLR2
RNF175
PCDH7
SFRP2
DCHS2
GPRIN3
FGB
FGA
FGG
HPGD
ADAD1
ENSMMUG00000053551
IL2
IL21
MARCHF1
FGF2
SPATA5
PAPSS1
KLHL2
SGMS2
SPRY1
MSMO1
ENSMMUG00000053868
ATP8A1
LEF1
CPE
ENSMMUG00000054824
OSTC
TMPRSS11F
WDR17
TMPRSS11A
ANK2
SLC25A31
mml-mir-576
DDX60
MCUB
SPATA4
PLK4
PALLD
GAR1
RRH
ADH1B
SPCS3
STAP1
NEIL3
CENPC
SH3RF1
CAMK2D
ENPEP
DAPP1
GABRA2
FAM241A
H2AFZ
EMCN
ENSMMUG00000055484
TIFA
ZGRF1
CORIN
ENSMMUG00000061366
BANK1
HPF1
SLC39A8
WWC2
TEC
NFKB1
NDST3
ARAP2
MANBA
ENSMMUG00000057239
IGFBP7
SEC24D
ENSMMUG00000042419
SYNPO2
CISD2
ENSMMUG00000060599
SPINK2
FRAS1
DTHD1
PDE5A
CENPE
MAD2L1
CNOT6L
ENSMMUG00000062519
NDNF
TNIP3
CXCL13
CCNG2
SEPTIN11
SOWAHB
SHROOM3
STBD1
SCARB2
TET2
PPA2
CXCL11
CXCL10
CXCL9
WDFY3
GSTCD
NPNT
CDKL2
THAP6
PARM1
BTC
AREG
EREG
MTHFD2L
CXCL3
ENSMMUG00000064819
CXCL1
CXCL8
PCNT
B3GALT5
ENSMMUG00000006075
CREB5
JAZF1
ETS2
ERG
HOXA11
HOXA5
HOXA3
DYRK1A
SKAP2
PCBP3
SNX10
CBX3
TTC3
HNRNPA2B1
HLCS
COL18A1
SIM2
CYCS
CHRM2
RAC1
PDK4
TRPV6
PON2
PON3
PON1
OR6V1
ENSMMUG00000050638
PPP1R9A
ESYT2
CASP2
PHTF2
ENSMMUG00000060606
AIMP2
ENSMMUG00000054501
ENSMMUG00000053116
PFKL
NDUFA4
TPST1
FAM131B
ENSMMUG00000055614
ENSMMUG00000053010
EVA1C
STARD3NL
TAS2R41
AIRE
TSPAN33
GPR141
GLCCI1
AHCYL2
ENSMMUG00000021236
ELMO1
MIS18A
COL1A2
RPA3
STRIP2
OR2A12
HUNK
NPTX2
PTN
COL28A1
ENSMMUG00000062787
TPK1
AOAH
CNTNAP2
ASNS
ENSMMUG00000064926
TAC1
ENSMMUG00000051417
TIAM1
GNG11
TFPI2
DLX5
SEM1
ANLN
SLC25A13
DYNC2I1
DGKI
VIPR2
HEPACAM2
ENSMMUG00000014971
CSTB
CPA4
CDK6
CPA5
CCL24
CPA1
SERPINE1
CREB3L2
PLOD3
TBX20
MEST
DPY19L2
ATP6V0A4
ITGB8
HIP1
KLF14
TMEM213
KIAA1549
MACC1
TAS2R4
CUX1
MGAM
BAZ1B
OSBPL3
HIPK2
SIK1
HDAC9
TBXAS1
MLXIPL
ENSMMUG00000055070
LSM5
PALS2
KDM7A
ENSMMUG00000040332
PRPS1L1
PDE1C
CLDN3
ENSMMUG00000039273
NPY
ENSMMUG00000060990
ENSMMUG00000020332
SMURF1
ENSMMUG00000063185
ENSMMUG00000062085
ENSMMUG00000056515
ENSMMUG00000062169
ENSMMUG00000062897
ENSMMUG00000053732
GSAP
ENSMMUG00000051385
AHR
ENSMMUG00000048246
ENSMMUG00000062211
ENSMMUG00000057993
UPK3B
ENSMMUG00000031775
ENSMMUG00000051849
GPNMB
ENSMMUG00000059234
AGR3
CDK14
STEAP4
TSPAN13
GHRHR
FGL2
PRSS2-1
HSPB1
SRRM3
ADAM22
STEAP2
MDH2
ENSMMUG00000011602
SOSTDC1
INMT
CRPPA
LAT2
STYXL1
GARS1
FAM126A
MEOX2
IL6
ZNRF2
RHBDD2
MTURN
CDCA7L
CBR1
ETV1
TMPRSS3
TFF1
TFF3
ABCB4
ABCG1
WIPF3
RUNX1
ARL4A
SCIN
SP4
ENSMMUG00000047410
CHN2
RCAN1
NCF1
ABCB5
MRPS6
CPVL
ENSMMUG00000053203
TRIL
LHFPL3
ITSN1
MX1
ELAPOR2
ENSMMUG00000040343
MX2
MAP3K7CL
GART
BACE2
SAMSN1
IFNGR2
PTCD1
OLIG2
TMEM225B
ADAMTS1
HGF
MDFIC
TFEC
FAM20C
APP
SEMA3C
CAV2
CAV1
PDGFA
CD36
AMZ1
SUN1
ATP5PF
GNAI1
JAM2
ST7
EGFR
AZGP1
MRPL39
ENSMMUG00000064503
MCM7
ENSMMUG00000049381
INSIG1
SEC61G
CNPY1
AUTS2
ENSMMUG00000060895
ENSMMUG00000061790
GPR146
GPER1
LMBR1
LSM8
ANKRD7
ACTB
FSCN1
ENSMMUG00000061445
PVRIG
PILRA
WNT16
FAM3C
NCAPG2
ENSMMUG00000056983
AASS
ENSMMUG00000053532
NUDT1
TFR2
PRKAR2B
BCAP29
ENSMMUG00000053978
USP25
GBX1
IQCA1L
ENSMMUG00000032580
EZH2
SMARCD3
NRIP1
AKR1B1
NUB1
AKR1B10
ENSMMUG00000049864
PDIA4
CALD1
ZNF679
ZNF735
IMMP2L
DOCK4
CCT6A
RARRES2
STMP1
GIMAP4
FAM180A
ENSMMUG00000040065
GIMAP5
TMEM176B
IQUB
BMT2
UPP1
POLD2
PKD1L1
ACTR3B
ENSMMUG00000061812
TNS3
COA1
BLVRA
SND1
LEP
IGFBP3
IGFBP1
ADCY1
PSMA2
ENSMMUG00000059386
NACAD
RALA
ENSMMUG00000050009
H2AZ2
PPIA
ENSMMUG00000064180
PLEKHG4B
C7
IL3
MROH2B
ENSMMUG00000061337
CSF2
CCDC152
ENSMMUG00000030144
ENSMMUG00000063115
ENSMMUG00000064695
ENSMMUG00000055739
HMGCS1
ENSMMUG00000050416
STC2
FGF10
CDO1
EMB
LVRN
COMMD10
SEMA6A
ENSMMUG00000055930
ENSMMUG00000061125
RANBP17
CSF1R
ENSMMUG00000015781
PDGFRB
MARCHF11
GRAMD2B
TCOF1
PCDHB7
EFCAB9
PCDHB13
PCDHGB5
LMNB1
DUSP1
MARCHF3
CD74
NDST1
P4HA2
SLC12A2
ENSMMUG00000003772
PDLIM4
CCT5
CPEB4
HMMR
ENSMMUG00000057434
GPX3
NSG2
SNCB
ANKRD33B
TENM2
SLC27A6
CCNB1
ADAMTS19
HK3
SFXN1
HRH2
CENPH
MINAR2
IL13
RETREG1
ANXA6
IL4
GNPDA1
SIMC1
TRIO
OCLN
ARHGAP26
FBLL1
BASP1
FBXL17
RAB24
PRELID1
MXD3
ACTBL2
SPDL1
SV2C
IL7R
TIFAB
PLK2
CXCL14
FAT2
ENSMMUG00000001948
LECT2
FER
TGFBI
SPARC
SKP2
F2R
DBN1
F2RL1
ENSMMUG00000050110
PDLIM7
ACSL6
DEPDC1B
ARRDC3
ATOX1
MAN2A1
AGGF1
ENSMMUG00000054299
VDAC1
TRIP13
ELOVL7
NR2F1
TCF7
ENSMMUG00000061071
ZSWIM6
ITGA1
CAMK4
MAP1B
SLF1
MRPS27
DIMT1
MCTP1
SLC6A18
CTNNA1
XRCC4
STARD4
ZNF366
NHP2
VCAN
ARSB
IPO11
GMCL2
ZBED3
HNRNPAB
SH3RF2
ITGA2
EBF1
ENSMMUG00000062473
JMY
LOX
ENSMMUG00000054810
HOMER1
SNCAIP
NME5
ADAMTS6
IL12B
ST8SIA4
BRD8
ENSMMUG00000050469
ENSMMUG00000039961
CENPK
SLCO4C1
GLRX
RASA1
ELL2
ARHGEF28
PAM
PPIC
PCSK1
PRDM6
LHFPL2
PITX1
CCNJL
MZB1
PTTG1
MRPL36
ENSMMUG00000061364
CMYA5
ENSMMUG00000062486
STING1
MEF2C
CXXC5
THBS4
KIF20A
ENSMMUG00000064016
ARL15
PDZD2
SERINC5
GFRA3
CDC25C
CANX
ANKRD34B
ENSMMUG00000018283
CSPG4BP
GABRA1
HBEGF
ESM1
PPP2R2B
GZMK
RASGRF2
GZMA
GABRG2
EGR1
SGCD
SSBP2
TIMD4
RNF130
HAVCR2
ENSMMUG00000059731
GDNF
MAST4
PLPP1
ATG10
JAKMIP2
ENSMMUG00000051389
ENSMMUG00000061973
OSMR
SLC38A9
GFPT2
ADAM19
SCGB3A2
C5orf46
CD180
ENSMMUG00000051447
SPINK13
C9
DAB2
PTGER4
ADRB2
IL6ST
CD14
PRLR
ANKRD55
ENSMMUG00000049885
PCDHB3
PCDHB5
ENSMMUG00000062443
SMPDL3A
ARG1
UNC93A
ADTRP
CDK19
CCR6
TMEM170B
PRIM2
BACH2
ENSMMUG00000058800
MTFR2
RPS6KA2
CLPS
TPD52L1
SLC16A10
MPC1
SFT2D1
ENSMMUG00000046373
PRR18
SYCP2L
PHACTR2
GCM2
C4H6orf141
REV3L
GLYATL3
CENPQ
LTV1
MDN1
DSP
NCOA7
OPN5
GCNT2
PLAGL1
MAP7
DSE
ENPP1
STX11
TRAPPC3L
CALHM4
CCN2
MOXD1
BEND6
CD2AP
MAP3K5
TAAR5
BLOC1S5
VNN1
VNN2
ENSMMUG00000060313
TNFRSF21
ADGRF1
DST
CENPW
AIF1
NCR3
LY86
ENSMMUG00000052552
LST1
LTB
F13A1
TNF
EYA4
LTA
ENSMMUG00000056859
NRN1
ANKRD6
TCF21
LAMA4
FARS2
ENSMMUG00000063472
SGK1
THEMIS
ANKRD66
TDRD6
TNFAIP3
CDYL
PTPRK
TTK
PERP
ASF1A
HSP90AB1
HMGA1
QKI
FAM184A
ENSMMUG00000064712
RCAN2
PXDC1
HEBP2
MLN
NHSL1
CLIC5
RRAGD
MYB
UQCC2
RUNX2
TUBB2B
RAB32
SUPT3H
THBS2
RNGTT
AHI1
ENSMMUG00000061031
TMEM200A
STXBP5
CITED2
MARCKS
EPB41L2
VEGFA
PDE7B
AFDN
GJA1
HMGCLL1
COL10A1
TINAG
TRIM10
CGA
SASH1
PKIB
SH3BGRL2
KIFC1
HMGN3
ENSMMUG00000037625
KHDC1L
ENSMMUG00000063219
E2F3
DNPH1
KCNQ5
MIR4282
COL11A2
GSTA4
TRERF1
RIMS1
GUCA1A
ENSMMUG00000019371
MCM3
CD109
IL17F
IL17A
MAMU-DOA
ENSMMUG00000051886
MAMU-DMB
OGFRL1
PSMB9
H2BC15
ENSMMUG00000042665
PSMB8
TREM1
MAMU-DRB1
TREML2
FAM135A
MAMU-DRA
ENSMMUG00000063127
TCF19
APOBEC2
TSPO2
PSORS1C2
HIST1H2BM
ENSMMUG00000057878
HIST1H2AK
ID4
ZNF184
RNF144B
IER3
ENSMMUG00000058121
ENSMMUG00000052333
FLOT1
H2AC12
DEK
HIST1H2BK
ENSMMUG00000057258
ENSMMUG00000052414
HIST1H2BJ
ENSMMUG00000055141
TUBB
ENSMMUG00000001881
BTN1A1
KCNK16
KIF13A
NQO2
SERPINB6
ENSMMUG00000059737
ENSMMUG00000054702
SERPINB1
HIST1H2BH
ENSMMUG00000051224
ENSMMUG00000060751
H1-3
ENSMMUG00000055425
HIST1H2AE
ENSMMUG00000060950
ENSMMUG00000052621
ENSMMUG00000041744
ENSMMUG00000056028
ENSMMUG00000061648
MYLK4
H1-4
HIST1H2AC
ENSMMUG00000057462
ENSMMUG00000065238
H1-2
ENSMMUG00000053403
GMDS
ENSMMUG00000049687
ENSMMUG00000059280
IRF4
ENSMMUG00000049499
SYNCRIP
TCP1
ENSMMUG00000012843
CFB
ESR1
SOD2
TAGAP
ENSMMUG00000054127
ENSMMUG00000041076
LSM2
UST
VARS1
MYCT1
VIP
FBXO5
TAB2
RGS17
FOXO3
CLIC1
ENSMMUG00000050903
IPCEF1
MPIG6B
SESN1
CEP57L1
CNKSR3
STMND1
H1-1
ATXN1
UBD
OR2J3
ZNF311
ENSMMUG00000051193
PPP1R14C
ZBED9
CARMIL1
IYD
TIAM2
PLEKHG1
PRDM1
MTHFD1L
ENSMMUG00000065345
AKAP12
GLP1R
PRSS35
BVES
HIST1H2BO
ENSMMUG00000049519
ENSMMUG00000063237
ENSMMUG00000050895
ENSMMUG00000058664
AGPAT4
H1-5
ENSMMUG00000062046
BTBD9
HACE1
CCDC167
GRIK2
ENSMMUG00000057619
PLG
FAXC
TPBG
CMAH
ARID1B
MMS22L
SLC22A1
IGF2R
ZDHHC14
ENSMMUG00000059553
FGD2
SNX9
GMPR
FHL5
SYNJ2
GMNN
PPIL1
RAB44
CDKN1A
TULP4
ETV7
PRL
SOX4
ENSMMUG00000052442
CDKAL1
JARID2
ENSMMUG00000022489
PDSS2
CD83
RNF182
MCUR1
ENSMMUG00000056792
RTN4IP1
PHACTR1
EDN1
HIVEP1
ENSMMUG00000052410
ENSMMUG00000063241
SLCO3A1
ALDH1A3
PSME2
NFKBIA
LRRK1
C7H14orf180
LGALS3
CHSY1
DLGAP5
SIVA1
CHGA
PCSK6
ST8SIA2
FAM174B
CHD2
TARS3
PLD4
AHNAK2
ENSMMUG00000063145
MCTP2
ASB2
IFI27
PELI2
SERPINA6
SERPINA2
ACTN1
SERPINA1
SERPINA11
OTX2
SERPINA4
SERPINA5
SERPINA3
FAM214A
CRIP2
CRIP1
NKX2-1
ENSMMUG00000002764
ENSMMUG00000015202
ENSMMUG00000040771
MIPOL1
ENSMMUG00000054271
IGHM
SLC35F4
ENSMMUG00000044341
ENSMMUG00000059525
CLEC14A
ENSMMUG00000060892
NEO1
CTSH
ONECUT1
ENSMMUG00000059683
ENSMMUG00000050195
PSMA3
ERH
WDR72
ENSMMUG00000052929
ENSMMUG00000052535
PLEKHD1
ENSMMUG00000060524
ENSMMUG00000032019
SUSD6
mml-mir-3173
SAXO2
BATF
SMOC1
FLVCR2
KLHL33
APEX1
TTLL5
BCL2A1
ENSMMUG00000050525
PNP
ENSMMUG00000059927
ADAM21
HDGFL3
ENSMMUG00000052692
ENSMMUG00000059282
RNASE4
TM6SF1
DAAM1
ANG
EDDM3B
RNASE6
ENSMMUG00000056509
AQP9
SLC39A2
DAD1
NFATC4
FBXO33
CD276
ENSMMUG00000061753
ENSMMUG00000060176
SLC7A7
C2CD4B
PCNX1
ENSMMUG00000049824
MRPL52
INSYN1
CEMIP
ENSMMUG00000058630
MMP14
CMA1
CTSG
CFAP161
GZMB
IL16
NOVA1
SUPT16H
C15orf48
ENSMMUG00000063453
ENSMMUG00000061904
ENSMMUG00000063495
ISLR2
PRKD1
ISLR
EFL1
SEMA6D
PDE8A
G2E3
HEATR5A
HAUS4
CCNB2
SEMA7A
AJUBA
NGB
MYEF2
ATL1
PSMB5
MYO1E
ENSMMUG00000052147
GSTZ1
CYP1A2
NUBPL
SIPA1L1
CPLX3
DENND4A
ARHGAP5
mml-mir-624
KCNK13
HSP90AA1
GCNT3
EHD4
NMB
IGF1R
OR4E2
ENSMMUG00000016898
RTN1
ENSMMUG00000065017
RGS6
COX5A
ENSMMUG00000062974
ENSMMUG00000061119
ENSMMUG00000049909
FOXB1
SYNM
ENSMMUG00000052695
ANXA2
EGLN3
CEP128
ENSMMUG00000060689
ENSMMUG00000064338
AHSA1
ENSMMUG00000056431
ENSMMUG00000061079
ENSMMUG00000057791
SPTLC2
RORA
TRAC
ENSMMUG00000050503
SLIRP
RPS6KA5
TSHR
GTF2A1
SLC7A8
MEF2A
ENSMMUG00000055979
ADAMTS17
mml-mir-627
ENSMMUG00000060774
HIF1A
MOK
TLN2
GALC
CINP
GREM1
GPR65
ENSMMUG00000055120
ATP10A
TIPIN
NEDD4
NDUFB1
ZWILCH
TRAF3
ANPEP
ENSMMUG00000056845
ABHD12B
LGMN
TJP1
TPM1
PYGL
RFX7
IDH2
SMAD3
MNS1
ENSMMUG00000051607
SYNE2
ENSMMUG00000064415
ENSMMUG00000054594
TRIM9
ENSMMUG00000060745
DHRS2
RPS27L
NDN
CDC42BPB
HAPLN3
MFGE8
TMX1
ENSMMUG00000063268
DHRS4L1
CPNE6
